Node Number,Height,Location,Area,Mass Flow,Pressure,Velocity,Velocity.Curl,Velocity.Helicity,Wall Shear,X,Y,Z
43,Low,LCA,9.78538921e-08,-2.69654265e-06,1.60000000e+04,5.02343178e-02,5.51361694e+01,9.67168808e-02,null,7.59009570e-02,1.08026922e-01,1.55659718e-02
44,Low,LCA,7.23669942e-08,-3.28393753e-06,1.60000000e+04,4.85262796e-02,6.07808228e+01,7.60612488e-02,null,7.57712498e-02,1.08308353e-01,1.52712883e-02
45,Low,LCA,1.03721462e-07,-9.54598136e-07,1.60000000e+04,4.10533994e-02,7.14885178e+01,-1.96883678e-02,null,7.60528445e-02,1.08999200e-01,1.40871471e-02
46,Low,LCA,1.07688450e-07,-1.36276469e-06,1.60000000e+04,3.82386670e-02,7.19148254e+01,1.55545473e-02,null,7.57509694e-02,1.08844347e-01,1.45359188e-02
47,Low,LCA,8.39443572e-08,-1.48197114e-06,1.60000000e+04,5.36010675e-02,5.68744431e+01,1.77525282e-02,null,7.59529620e-02,1.08701378e-01,1.45811113e-02
48,Low,LCA,1.34572161e-07,-6.64275944e-07,1.60000000e+04,6.05632327e-02,4.34874153e+01,-1.85259581e-02,null,7.61144608e-02,1.08712561e-01,1.44414259e-02
49,Low,LCA,9.19159717e-08,-8.04714091e-07,1.60000000e+04,5.33391349e-02,5.44002457e+01,-4.19158936e-02,null,7.61259422e-02,1.08929671e-01,1.41284307e-02
50,Low,LCA,2.05292295e-07,-6.85930331e-07,1.60000000e+04,7.09274262e-02,2.13525944e+01,-2.99391747e-02,null,7.65180141e-02,1.08489551e-01,1.44439647e-02
51,Low,LCA,1.75431580e-07,-7.52956794e-07,1.60000000e+04,6.89600036e-02,2.11194000e+01,-8.44938755e-02,null,7.66612738e-02,1.08640321e-01,1.41227189e-02
52,Low,LCA,1.24388521e-07,-1.03242110e-06,1.60000000e+04,5.90238608e-02,4.39974899e+01,-7.84978867e-02,null,7.64376819e-02,1.08881548e-01,1.39564564e-02
53,Low,LCA,3.54972087e-07,-1.26796101e-06,1.60000000e+04,7.97985420e-02,4.90991688e+00,-2.72111893e-02,null,7.71488026e-02,1.08060040e-01,1.45613197e-02
54,Low,LCA,2.93943486e-07,-1.28032207e-06,1.60000000e+04,7.61494637e-02,1.39322014e+01,-1.19182348e-01,null,7.72611350e-02,1.08390234e-01,1.40124522e-02
55,Low,LCA,2.11977323e-07,-1.17622153e-06,1.60000000e+04,7.07243457e-02,2.03608284e+01,-1.31206542e-01,null,7.70356730e-02,1.08579069e-01,1.39210206e-02
56,Low,LCA,2.85229106e-07,-1.09683390e-06,1.60000000e+04,7.63378143e-02,1.40254555e+01,1.37866735e-02,null,7.66859576e-02,1.08199641e-01,1.47211654e-02
57,Low,LCA,7.52077938e-08,-1.15079674e-05,1.60000000e+04,3.22544463e-02,5.28241310e+01,-8.40324685e-02,null,7.83666000e-02,1.08684033e-01,1.27519155e-02
58,Low,LCA,6.88863864e-08,-1.12800262e-05,1.60000000e+04,2.19723899e-02,6.26526184e+01,-4.44178730e-02,null,7.83873498e-02,1.08784586e-01,1.25951059e-02
59,Low,LCA,8.16910273e-08,-5.73670332e-06,1.60000000e+04,2.72431336e-02,6.30029030e+01,-6.95330054e-02,null,7.79848993e-02,1.08939372e-01,1.26873050e-02
60,Low,LCA,1.11629205e-07,-9.75321473e-06,1.60000000e+04,4.19106781e-02,5.06992836e+01,1.04162753e-01,null,7.82819539e-02,1.06382556e-01,1.60413366e-02
61,Low,LCA,1.55388562e-07,-8.87785006e-07,1.60000000e+04,4.91552129e-02,4.33116112e+01,1.46263987e-01,null,7.78854489e-02,1.06576659e-01,1.60738789e-02
62,Low,LCA,1.60689339e-07,-1.13390979e-06,1.60000000e+04,5.41762859e-02,3.49035339e+01,-1.60923302e-01,null,7.83476457e-02,1.08340606e-01,1.32476212e-02
63,Low,LCA,2.68137057e-07,-1.12482371e-06,1.60000000e+04,7.26353228e-02,1.59982071e+01,-1.75272062e-01,null,7.76826292e-02,1.08338080e-01,1.37618463e-02
64,Low,LCA,2.87389668e-07,-1.17491868e-06,1.60000000e+04,7.42818788e-02,1.75146885e+01,-1.58674330e-01,null,7.79472291e-02,1.08081706e-01,1.39178373e-02
65,Low,LCA,3.61738657e-08,-3.58567422e-06,1.60000000e+04,2.44589727e-02,5.62552490e+01,-3.77924144e-02,null,7.90942907e-02,1.08194694e-01,1.28786871e-02
66,Low,LCA,4.26178062e-08,-3.96060477e-06,1.60000000e+04,1.74013898e-02,6.03534927e+01,-1.69496685e-02,null,7.91712403e-02,1.08199656e-01,1.28126442e-02
67,Low,LCA,4.22783728e-08,-3.78652794e-06,1.60000000e+04,1.64436884e-02,6.18831825e+01,-2.03563124e-02,null,7.89874345e-02,1.08408429e-01,1.26613006e-02
68,Low,LCA,4.11572572e-08,-3.29485079e-06,1.60000000e+04,2.39833575e-02,5.76364708e+01,-4.09219563e-02,null,7.88990706e-02,1.08376950e-01,1.27732502e-02
69,Low,LCA,1.62357281e-07,-1.80768859e-06,1.60000000e+04,3.20750102e-02,5.69349747e+01,-3.29598188e-02,null,7.94773921e-02,1.07235871e-01,1.39278201e-02
70,Low,LCA,1.61780108e-07,-1.53216160e-06,1.60000000e+04,4.67274338e-02,4.52117615e+01,-5.14324307e-02,null,7.91893974e-02,1.07344434e-01,1.39968777e-02
71,Low,LCA,1.32091301e-07,-1.78080745e-06,1.60000000e+04,2.78382283e-02,6.06612587e+01,-3.72756720e-02,null,7.94453993e-02,1.07596055e-01,1.34477671e-02
72,Low,LCA,3.15963888e-07,-8.99050292e-07,1.60000000e+04,7.16526732e-02,1.91975479e+01,-5.48360348e-02,null,7.84005225e-02,1.07470043e-01,1.44266905e-02
73,Low,LCA,3.38095560e-07,-6.78044216e-07,1.60000000e+04,6.75166771e-02,2.19960289e+01,2.03214884e-02,null,7.84782916e-02,1.07220486e-01,1.47166047e-02
74,Low,LCA,9.14656866e-08,-6.32023102e-07,1.60000000e+04,4.98861633e-02,5.99155197e+01,1.25338614e-01,null,7.60405958e-02,1.07699484e-01,1.59174800e-02
75,Low,LCA,9.38254487e-08,-6.68932614e-07,1.60000000e+04,3.48922759e-02,7.65152054e+01,6.96992278e-02,null,7.58949295e-02,1.07701980e-01,1.60258468e-02
76,Low,LCA,7.66609034e-08,-1.49584753e-06,1.60000000e+04,3.26742306e-02,7.56562729e+01,5.52378297e-02,null,7.61181265e-02,1.07397310e-01,1.62812956e-02
77,Low,LCA,6.04714927e-08,-7.63533171e-06,1.60000000e+04,4.33353372e-02,5.70820694e+01,1.01376772e-01,null,7.61989877e-02,1.07409544e-01,1.62020549e-02
78,Low,LCA,9.32907795e-08,-7.22395362e-06,1.60000000e+04,5.24332151e-02,5.08270607e+01,1.19727731e-01,null,7.61719123e-02,1.07594006e-01,1.59644149e-02
79,Low,LCA,2.80611914e-07,-6.71156272e-07,1.60000000e+04,7.08938912e-02,1.91816006e+01,1.59141347e-01,null,7.68196583e-02,1.07567005e-01,1.55048268e-02
80,Low,LCA,1.72754696e-07,-6.86832891e-06,1.60000000e+04,6.14765957e-02,3.04477787e+01,1.49722576e-01,null,7.65756294e-02,1.07459657e-01,1.58426240e-02
81,Low,LCA,9.55096198e-08,-7.27970701e-06,1.60000000e+04,5.23767509e-02,4.28124428e+01,1.15296364e-01,null,7.65218437e-02,1.07262954e-01,1.61595047e-02
82,Low,LCA,1.86705719e-07,-1.86090074e-06,1.60000000e+04,5.68456538e-02,2.89100513e+01,1.60326719e-01,null,7.71642923e-02,1.06994070e-01,1.60428733e-02
83,Low,LCA,1.62251027e-07,-5.73598186e-07,1.60000000e+04,5.81860431e-02,4.55624695e+01,1.25914216e-01,null,7.60557204e-02,1.07923299e-01,1.55922938e-02
84,Low,LCA,3.44735469e-07,-1.35605046e-06,1.60000000e+04,7.80023336e-02,1.08536959e+01,-6.99675679e-02,null,7.79117867e-02,1.07794032e-01,1.43480934e-02
85,Low,LCA,3.56223381e-07,-1.29359444e-06,1.60000000e+04,8.00016001e-02,2.97463250e+00,8.70732963e-03,null,7.74485618e-02,1.07787132e-01,1.47134801e-02
86,Low,LCA,5.43403615e-08,-1.13970082e-05,1.60000000e+04,1.79848224e-02,6.26610947e+01,-2.71422416e-02,null,7.87391216e-02,1.08595625e-01,1.25897145e-02
87,Low,LCA,5.64004345e-08,-1.15609591e-05,1.60000000e+04,2.91501489e-02,5.59506111e+01,-5.69140464e-02,null,7.86651820e-02,1.08518630e-01,1.27543677e-02
88,Low,LCA,5.65458222e-08,-1.15290015e-06,1.60000000e+04,3.18221450e-02,5.27862320e+01,-6.11576438e-02,null,7.87133351e-02,1.08445138e-01,1.28203453e-02
89,Low,LCA,1.06650305e-07,-1.40424788e-06,1.60000000e+04,4.20932584e-02,4.10658875e+01,-1.09672487e-01,null,7.86551982e-02,1.08331405e-01,1.30243422e-02
90,Low,LCA,7.07626242e-08,-1.96278029e-06,1.60000000e+04,3.47994417e-02,7.45126038e+01,3.74147892e-02,null,7.55937025e-02,1.08626328e-01,1.49621349e-02
91,Low,LCA,6.26338874e-08,-6.01014926e-06,1.60000000e+04,4.54361998e-02,5.88098488e+01,5.87443113e-02,null,7.56494328e-02,1.08599477e-01,1.49569586e-02
92,Low,LCA,1.03795784e-07,-5.69756776e-06,1.60000000e+04,5.57579510e-02,4.78354378e+01,4.37028408e-02,null,7.59289786e-02,1.08613096e-01,1.47232134e-02
93,Low,LCA,2.92149736e-07,-9.68356062e-07,1.60000000e+04,7.01514855e-02,2.30174274e+01,1.21241808e-01,null,7.64917135e-02,1.07898697e-01,1.52919525e-02
94,Low,LCA,1.72083645e-08,-2.51529418e-05,1.59999922e+04,0.00000000e+00,4.52631073e+01,0.00000000e+00,2.87997127e-01,7.93672428e-02,1.08248226e-01,1.25940759e-02
95,Low,LCA,3.64013246e-08,-3.58279503e-05,1.60000000e+04,4.87855729e-03,5.26874046e+01,-2.24195421e-04,null,7.93109909e-02,1.08236156e-01,1.26541927e-02
96,Low,LCA,9.54137889e-08,-1.44464082e-06,1.60000000e+04,3.01984381e-02,6.60552292e+01,8.60576481e-02,null,7.73409680e-02,1.06539227e-01,1.65444389e-02
97,Low,LCA,8.75539214e-08,-1.44188789e-06,1.60000000e+04,4.24872823e-02,5.78605232e+01,1.41712964e-01,null,7.73524791e-02,1.06638104e-01,1.63970776e-02
98,Low,LCA,1.08723881e-07,-2.20301945e-06,1.60000000e+04,4.64795269e-02,4.81134300e+01,1.46132112e-01,null,7.72726238e-02,1.06718659e-01,1.63455382e-02
99,Low,LCA,1.06687153e-07,-1.43049397e-06,1.60000000e+04,4.30768915e-02,5.28877411e+01,1.41602069e-01,null,7.78025836e-02,1.06520370e-01,1.62163712e-02
100,Low,LCA,8.55250875e-08,-5.46737783e-06,1.60000000e+04,5.25296256e-02,5.38976555e+01,7.27428198e-02,null,7.57969767e-02,1.08328521e-01,1.52232694e-02
101,Low,LCA,1.72231424e-07,-5.15479633e-06,1.60000000e+04,6.28542304e-02,3.27342796e+01,6.83821440e-02,null,7.61322454e-02,1.08315289e-01,1.49843488e-02
102,Low,LCA,1.16843047e-07,-1.44835076e-06,1.60000000e+04,3.05983331e-02,6.20763817e+01,8.08721185e-02,null,7.78460503e-02,1.06366038e-01,1.63992140e-02
103,Low,LCA,1.00584096e-07,-9.80924779e-06,1.60000000e+04,2.96068750e-02,5.97514877e+01,5.58603406e-02,null,7.83409923e-02,1.06269151e-01,1.61548778e-02
104,Low,LCA,8.88549962e-08,-1.23176403e-06,1.60000000e+04,4.01618332e-02,4.09190140e+01,-9.60360765e-02,null,7.88536668e-02,1.08154655e-01,1.31195700e-02
105,Low,LCA,5.86645328e-08,-1.27123985e-06,1.60000000e+04,3.03637218e-02,5.01666641e+01,-5.36621213e-02,null,7.90654868e-02,1.08127750e-01,1.29946014e-02
106,Low,LCA,1.14774892e-07,-1.04749574e-06,1.60000000e+04,4.14833128e-02,6.82564087e+01,-5.45462966e-02,null,7.64748380e-02,1.09104149e-01,1.36160562e-02
107,Low,LCA,1.04625066e-07,-1.36076187e-06,1.60000000e+04,5.37805557e-02,5.02599144e+01,-1.06119931e-01,null,7.65276775e-02,1.09046236e-01,1.36566143e-02
108,Low,LCA,1.73489269e-07,-1.35262962e-06,1.60000000e+04,6.07114881e-02,3.78541374e+01,-1.33824706e-01,null,7.69615993e-02,1.08880170e-01,1.35560678e-02
109,Low,LCA,2.43810121e-07,-1.21982498e-06,1.60000000e+04,7.16988370e-02,2.13175297e+01,8.56941342e-02,null,7.64856040e-02,1.08119689e-01,1.49870384e-02
110,Low,LCA,6.22665439e-08,-1.67162761e-06,1.60000000e+04,2.99811363e-02,5.38370590e+01,-5.08136153e-02,null,7.92458579e-02,1.07934967e-01,1.31261786e-02
111,Low,LCA,6.93118309e-08,-1.93134906e-06,1.60000000e+04,2.17592753e-02,6.14691505e+01,-2.03867555e-02,null,7.93374032e-02,1.07922241e-01,1.30737070e-02
112,Low,LCA,3.80978733e-08,-1.69292107e-05,1.60000000e+04,1.05376830e-02,6.28754654e+01,-8.30071047e-03,null,7.87871554e-02,1.08633593e-01,1.24996416e-02
113,Low,LCA,3.31179528e-08,-1.33148624e-05,1.60000000e+04,9.76965390e-03,6.05735016e+01,-6.00771606e-03,null,7.90468156e-02,1.08436570e-01,1.25762662e-02
114,Low,LCA,4.09882865e-08,-1.13977203e-05,1.60000000e+04,1.07152676e-02,6.01640587e+01,-4.17701900e-03,null,7.92468488e-02,1.08219333e-01,1.27270110e-02
115,Low,LCA,3.88362373e-08,-1.05879490e-05,1.60000068e+04,0.00000000e+00,4.68331909e+01,0.00000000e+00,3.21434349e-01,7.98125640e-02,1.07548796e-01,1.32320272e-02
116,Low,LCA,2.58328132e-08,-1.09819357e-05,1.60000000e+04,0.00000000e+00,4.63449402e+01,0.00000000e+00,3.04294407e-01,7.96064734e-02,1.07935436e-01,1.28485989e-02
117,Low,LCA,5.44013687e-08,-1.29918244e-05,1.60000000e+04,6.11099042e-03,5.36801109e+01,1.36239827e-03,null,7.95294270e-02,1.07933939e-01,1.29098631e-02
118,Low,LCA,8.13452701e-08,-2.80652312e-05,1.60000000e+04,7.80556072e-03,5.40025444e+01,-6.41494989e-04,null,7.97082111e-02,1.07563607e-01,1.32914102e-02
119,Low,LCA,5.30288347e-08,-9.79477500e-06,1.60000098e+04,0.00000000e+00,4.66523323e+01,0.00000000e+00,3.25375170e-01,7.99406543e-02,1.07094802e-01,1.37697132e-02
120,Low,LCA,1.10351841e-07,-2.57897082e-05,1.60000000e+04,9.18566063e-03,5.35214348e+01,-1.45041943e-03,null,7.98090398e-02,1.07134126e-01,1.38156880e-02
121,Low,LCA,6.06755535e-08,-2.73554929e-06,1.60000000e+04,1.31867435e-02,6.12218094e+01,-3.30965221e-03,null,7.94412419e-02,1.07928351e-01,1.29854148e-02
122,Low,LCA,8.95463756e-08,-1.81384312e-05,1.60000000e+04,1.66080110e-02,6.21081772e+01,-8.17880034e-03,null,7.95870945e-02,1.07578285e-01,1.33638550e-02
123,Low,LCA,1.20125577e-07,-1.63565601e-05,1.60000000e+04,1.94084477e-02,6.13542519e+01,-8.09615850e-03,null,7.96555430e-02,1.07181028e-01,1.38678588e-02
124,Low,LCA,5.28123145e-08,-4.15031809e-06,1.60000898e+04,0.00000000e+00,6.78132935e+01,0.00000000e+00,5.02723753e-01,7.61990175e-02,1.09421887e-01,1.33827105e-02
125,Low,LCA,4.62063063e-08,-9.90550143e-06,1.60000869e+04,0.00000000e+00,6.97957153e+01,0.00000000e+00,5.04595637e-01,7.57080019e-02,1.09282583e-01,1.39549403e-02
126,Low,LCA,9.64171392e-08,-1.76843696e-05,1.60000000e+04,1.40403118e-02,7.66493607e+01,1.05074048e-03,null,7.58050531e-02,1.09201588e-01,1.39938863e-02
127,Low,LCA,1.10002702e-07,-1.23667751e-05,1.60000000e+04,1.43105127e-02,7.43124466e+01,2.21443176e-03,null,7.62778670e-02,1.09331354e-01,1.34490021e-02
128,Low,LCA,4.92794427e-08,-6.28185626e-06,1.60000752e+04,0.00000000e+00,6.45195465e+01,0.00000000e+00,4.76369232e-01,7.68420324e-02,1.09436609e-01,1.28683038e-02
129,Low,LCA,1.02558189e-07,-1.01579408e-05,1.60000000e+04,1.28683038e-02,7.12895584e+01,-2.05188990e-04,null,7.68858269e-02,1.09350823e-01,1.29548591e-02
130,Low,LCA,1.05602936e-07,-8.00976431e-06,1.60000000e+04,2.74585299e-02,7.94467163e+01,-1.99842453e-03,null,7.59197548e-02,1.09107874e-01,1.40371025e-02
131,Low,LCA,1.20065721e-07,-8.34218827e-06,1.60000000e+04,2.77988371e-02,7.71895981e+01,-8.02439451e-03,null,7.63690397e-02,1.09225966e-01,1.35266418e-02
132,Low,LCA,1.11888021e-07,-4.37030030e-06,1.60000000e+04,2.52132453e-02,7.57131424e+01,-1.99079514e-02,null,7.69354925e-02,1.09251186e-01,1.30563090e-02
133,Low,LCA,2.08547242e-08,-7.82008919e-06,1.60000273e+04,0.00000000e+00,5.05314445e+01,0.00000000e+00,3.38496029e-01,7.84755275e-02,1.08925976e-01,1.23293167e-02
134,Low,LCA,4.40550529e-08,-2.36230826e-05,1.60000000e+04,6.32197550e-03,5.79682159e+01,-1.99456839e-03,null,7.84529597e-02,1.08885050e-01,1.24039790e-02
135,Low,LCA,4.94435461e-08,-1.62134747e-05,1.60000000e+04,1.32457577e-02,6.66768951e+01,-1.15636494e-02,null,7.84226805e-02,1.08838864e-01,1.24919340e-02
136,Low,LCA,2.79542220e-08,-2.18164541e-06,1.60000439e+04,0.00000000e+00,5.56419373e+01,0.00000000e+00,3.83391887e-01,7.80265033e-02,1.09136708e-01,1.23788761e-02
137,Low,LCA,3.85436323e-08,-5.87098475e-06,1.60000605e+04,0.00000000e+00,6.03593712e+01,0.00000000e+00,4.28702325e-01,7.74869472e-02,1.09321676e-01,1.25340810e-02
138,Low,LCA,8.05466982e-08,-1.00982888e-05,1.60000000e+04,1.06185656e-02,6.72976608e+01,-5.39335608e-03,null,7.74990469e-02,1.09248780e-01,1.26269199e-02
139,Low,LCA,5.87958127e-08,-4.79876689e-06,1.60000000e+04,8.38466082e-03,6.28331337e+01,-3.10962275e-03,null,7.80165270e-02,1.09080233e-01,1.24656716e-02
140,Low,LCA,8.85277203e-08,-4.83010672e-06,1.60000000e+04,2.12018006e-02,7.30221786e+01,-2.93343961e-02,null,7.75104016e-02,1.09164514e-01,1.27362525e-02
141,Low,LCA,6.53626131e-08,-2.91261404e-06,1.60000000e+04,1.71286184e-02,6.96469650e+01,-1.98154896e-02,null,7.80017599e-02,1.09015323e-01,1.25679523e-02
142,Low,LCA,3.69016249e-08,-7.99363352e-06,1.60000693e+04,0.00000000e+00,6.99582672e+01,0.00000000e+00,4.88992006e-01,7.53964037e-02,1.09062240e-01,1.45029230e-02
143,Low,LCA,7.70215465e-08,-9.24315646e-06,1.60000000e+04,1.25418380e-02,7.74578552e+01,2.90551782e-03,null,7.54962862e-02,1.08999744e-01,1.45137822e-02
144,Low,LCA,8.46852473e-08,-1.50228789e-06,1.60000000e+04,2.49192361e-02,8.15760269e+01,8.59320164e-03,null,7.56140947e-02,1.08927943e-01,1.45239094e-02
145,Low,LCA,2.99048395e-08,-9.57124030e-06,1.60000322e+04,0.00000000e+00,6.36328926e+01,0.00000000e+00,4.31427568e-01,7.58491084e-02,1.07337914e-01,1.65710989e-02
146,Low,LCA,3.26455627e-08,-1.79966685e-06,1.60000410e+04,0.00000000e+00,6.05368004e+01,0.00000000e+00,4.23714966e-01,7.62037858e-02,1.07000493e-01,1.67714674e-02
147,Low,LCA,6.85177923e-08,-1.49574935e-05,1.60000000e+04,9.78545751e-03,6.84182358e+01,-1.62015110e-03,null,7.62660652e-02,1.07028432e-01,1.66845024e-02
148,Low,LCA,6.26522265e-08,-2.28725366e-05,1.60000000e+04,1.01352697e-02,7.16153336e+01,-3.17944586e-03,null,7.59234652e-02,1.07356846e-01,1.64874736e-02
149,Low,LCA,3.30407914e-08,-9.03387536e-06,1.60000361e+04,0.00000000e+00,6.61022415e+01,0.00000000e+00,4.47196662e-01,7.55722448e-02,1.07701570e-01,1.62742157e-02
150,Low,LCA,6.90126285e-08,-1.22077854e-05,1.60000000e+04,1.07644359e-02,7.41473999e+01,2.30219960e-03,null,7.56640583e-02,1.07701354e-01,1.62040126e-02
151,Low,LCA,7.56595995e-08,-1.39750500e-05,1.60000000e+04,1.99425761e-02,7.50330887e+01,8.53027403e-03,null,7.63360932e-02,1.07063480e-01,1.65816154e-02
152,Low,LCA,6.91473971e-08,-1.38509031e-05,1.60000000e+04,2.08168309e-02,8.03245163e+01,6.30292296e-03,null,7.60135874e-02,1.07375294e-01,1.63924191e-02
153,Low,LCA,7.60263461e-08,-3.33132289e-06,1.60000000e+04,2.19747256e-02,8.27086182e+01,1.65969729e-02,null,7.57709444e-02,1.07701443e-01,1.61218029e-02
154,Low,LCA,3.31052732e-08,-1.12593525e-05,1.60000459e+04,0.00000000e+00,6.70707932e+01,0.00000000e+00,4.55450594e-01,7.53386989e-02,1.08115569e-01,1.58735458e-02
155,Low,LCA,6.93871058e-08,-1.41994296e-05,1.60000000e+04,1.10331019e-02,7.50758667e+01,5.65040112e-03,null,7.54387602e-02,1.08099133e-01,1.58197265e-02
156,Low,LCA,7.65219994e-08,-3.27789962e-06,1.60000000e+04,2.23967321e-02,8.23223877e+01,2.22555399e-02,null,7.55564719e-02,1.08078003e-01,1.57589372e-02
157,Low,LCA,3.01299963e-08,-2.94303300e-05,1.60000547e+04,0.00000000e+00,6.76477432e+01,0.00000000e+00,4.54923868e-01,7.52303824e-02,1.08469695e-01,1.54605825e-02
158,Low,LCA,6.30358699e-08,-3.14191348e-05,1.60000000e+04,1.08499061e-02,7.56877441e+01,3.91805172e-03,null,7.53306076e-02,1.08439378e-01,1.54260956e-02
159,Low,LCA,3.12685025e-08,-2.03536056e-05,1.60000605e+04,0.00000000e+00,6.86266098e+01,0.00000000e+00,4.65355307e-01,7.52424449e-02,1.08786546e-01,1.50074046e-02
160,Low,LCA,6.53159375e-08,-2.12712457e-05,1.60000000e+04,1.11996233e-02,7.65481720e+01,3.21367383e-03,null,7.53418580e-02,1.08741075e-01,1.49947666e-02
161,Low,LCA,6.96272195e-08,-2.52130371e-06,1.60000000e+04,2.19558850e-02,8.22623672e+01,1.74487233e-02,null,7.54481778e-02,1.08401835e-01,1.53884115e-02
162,Low,LCA,7.21121012e-08,-1.29715818e-06,1.60000000e+04,2.25279722e-02,8.20114594e+01,1.36118531e-02,null,7.54582509e-02,1.08688161e-01,1.49795264e-02
163,Low,LCA,3.68543063e-08,-2.03313206e-07,1.60000430e+04,0.00000000e+00,5.68013878e+01,0.00000000e+00,4.05498415e-01,7.67227113e-02,1.06613562e-01,1.69150699e-02
164,Low,LCA,7.69843638e-08,-4.81520146e-06,1.60000000e+04,9.54987761e-03,6.41985016e+01,4.69269603e-03,null,7.67615363e-02,1.06660768e-01,1.68191176e-02
165,Low,LCA,8.46559232e-08,-5.04341415e-06,1.60000000e+04,1.94124691e-02,6.95126266e+01,1.92457959e-02,null,7.68056735e-02,1.06716760e-01,1.67067833e-02
166,Low,LCA,4.00283966e-08,-2.36235246e-06,1.60000322e+04,0.00000000e+00,5.37066727e+01,0.00000000e+00,3.78698379e-01,7.72936419e-02,1.06303915e-01,1.69104580e-02
167,Low,LCA,8.35103435e-08,-5.34878973e-06,1.60000000e+04,9.43349022e-03,6.06725540e+01,6.73196092e-03,null,7.73095563e-02,1.06369607e-01,1.68062095e-02
168,Low,LCA,9.14773395e-08,-3.15980583e-06,1.60000000e+04,1.93839036e-02,6.60571518e+01,2.60490105e-02,null,7.73246214e-02,1.06447950e-01,1.66848730e-02
169,Low,LCA,4.34050307e-08,-2.40513054e-06,1.60000254e+04,0.00000000e+00,5.09982147e+01,0.00000000e+00,3.54524851e-01,7.79033974e-02,1.06076360e-01,1.67610236e-02
170,Low,LCA,9.02955009e-08,-2.89827926e-06,1.60000000e+04,9.26695578e-03,5.77675171e+01,5.13982773e-03,null,7.78886080e-02,1.06158271e-01,1.66576207e-02
171,Low,LCA,9.86940307e-08,-6.81621486e-07,1.60000000e+04,1.92463659e-02,6.36340714e+01,2.25551277e-02,null,7.78695196e-02,1.06254458e-01,1.65375210e-02
172,Low,LCA,3.73630229e-08,-2.89414538e-06,1.60000117e+04,0.00000000e+00,4.73635597e+01,0.00000000e+00,3.16315532e-01,7.89489523e-02,1.05948664e-01,1.61370169e-02
173,Low,LCA,4.72551278e-08,-1.40263353e-06,1.60000156e+04,0.00000000e+00,4.67848930e+01,0.00000000e+00,3.21165055e-01,7.93259814e-02,1.06050722e-01,1.57045163e-02
174,Low,LCA,9.81841382e-08,-2.21290770e-06,1.60000000e+04,9.15961154e-03,5.37934456e+01,8.92877579e-05,null,7.92278945e-02,1.06140867e-01,1.56535413e-02
175,Low,LCA,7.75952032e-08,-3.73342209e-06,1.60000000e+04,8.52914061e-03,5.42082062e+01,-3.32249701e-03,null,7.88758993e-02,1.06037408e-01,1.60687957e-02
176,Low,LCA,4.00047071e-08,-1.90627668e-06,1.60000176e+04,0.00000000e+00,4.87966843e+01,0.00000000e+00,3.27925205e-01,7.85043836e-02,1.05958790e-01,1.64642259e-02
177,Low,LCA,8.30474605e-08,-2.01659509e-06,1.60000000e+04,8.71654786e-03,5.56202087e+01,1.08689070e-03,null,7.84573480e-02,1.06046855e-01,1.63769703e-02
178,Low,LCA,1.06942295e-07,-1.19745062e-06,1.60000000e+04,1.92971714e-02,6.33006401e+01,8.07946920e-03,null,7.91170597e-02,1.06247857e-01,1.55887548e-02
179,Low,LCA,8.48421706e-08,-1.41321175e-06,1.60000000e+04,1.81053188e-02,6.23456993e+01,2.80088186e-03,null,7.87960589e-02,1.06142007e-01,1.59835536e-02
180,Low,LCA,9.08015565e-08,-4.94058952e-07,1.60000000e+04,1.83642022e-02,6.19865723e+01,1.07121170e-02,null,7.84040764e-02,1.06149666e-01,1.62738413e-02
181,Low,LCA,6.01736545e-08,-2.03602568e-07,1.60000127e+04,0.00000000e+00,4.63422241e+01,0.00000000e+00,3.22518885e-01,7.99185932e-02,1.06644660e-01,1.44173102e-02
182,Low,LCA,1.24566895e-07,-6.01348916e-07,1.60000000e+04,9.81243141e-03,5.29831505e+01,1.82807446e-04,null,7.97762275e-02,1.06711760e-01,1.44326277e-02
183,Low,LCA,1.34805646e-07,-1.04065657e-06,1.60000000e+04,2.06831135e-02,6.06081963e+01,-1.90889835e-03,null,7.96114057e-02,1.06792480e-01,1.44461179e-02
184,Low,LCA,5.83439075e-08,-4.58278066e-07,1.60000166e+04,0.00000000e+00,4.64851112e+01,0.00000000e+00,3.24574679e-01,7.97031075e-02,1.06285542e-01,1.50859244e-02
185,Low,LCA,1.20842657e-07,-6.88452019e-07,1.60000000e+04,9.78901051e-03,5.32173538e+01,2.73227692e-03,null,7.95759708e-02,1.06371522e-01,1.50631014e-02
186,Low,LCA,1.30974342e-07,-6.30060299e-07,1.60000000e+04,2.05637440e-02,6.16923294e+01,8.19611549e-03,null,7.94294775e-02,1.06473297e-01,1.50329983e-02
0,Low,LSU,1.00362364e-07,-8.75176625e-07,1.60000000e+04,4.00889888e-02,5.53739014e+01,-1.55217230e-01,null,8.33513439e-02,9.26898047e-02,6.04303670e-04
1,Low,LSU,9.98405554e-08,-1.69792816e-06,1.60000000e+04,2.82221604e-02,6.47289047e+01,-7.32261539e-02,null,8.33820552e-02,9.25825536e-02,6.46470115e-04
2,Low,LSU,1.24385565e-07,-3.57034037e-06,1.60000000e+04,3.21829803e-02,6.85298996e+01,-1.32166803e-01,null,8.38498697e-02,9.26742256e-02,3.89460445e-04
